ID,Camion ID,Départ,Arrivée,distance_km,Marchandise,marchandise_code,Poids (kg),Volume (m³),Capacité poids max(kg),Capacité volume max(m³),Type camion,type_camion_detail,vehicule_code,taux_remplissage,densite_ratio,charge_x_distance,route_code,heure_debut,heure_fin,duree_h,jour_semaine,mois,est_weekend,heure_sin,heure_cos,consommation_L,coef_dynamique
1461,36,Casablanca,Marrakech,243.0,Électronique,0,1342,11.83,1500,14,Camionnette,Camionnette,0,0.8946666666666667,113.44040574809806,217.40400000000002,1,10,16,6,3,4,0,0.49999999999999994,-0.8660254037844387,32.8,1.227085671530116
1462,7,Rabat,Casablanca,87.0,Métal,2,24894,81.61,26000,90,Semi-remorque,Semi-remorque,3,0.9574615384615385,305.03614753093984,83.29915384615384,3,10,18,8,5,5,1,0.49999999999999994,-0.8660254037844387,37.83,1.2423645320197043
1463,45,Rabat,Tanger,271.0,Métal,2,25285,81.03,26000,90,Semi-remorque,Semi-remorque,3,0.9725,312.0449216339627,263.5475,1,10,13,3,1,5,0,0.49999999999999994,-0.8660254037844387,112.94,1.190722192936215
1464,31,Marrakech,Agadir,253.0,Électronique,0,1338,10.87,1500,14,Camionnette,Camionnette,0,0.892,123.09107635694573,225.67600000000002,1,6,13,7,5,4,1,1.0,6.123233995736766e-17,32.68,1.1742723679482574
1465,13,Marrakech,Tanger,574.0,Textile,1,7252,45.52,9000,50,Porteur,Porteur,1,0.9104000000000001,159.3145869947276,522.5696,0,8,15,7,0,4,0,0.8660254037844387,-0.4999999999999998,141.98,1.1243268926195755
1467,7,Fes,Tanger,317.0,Électronique,0,1485,9.45,1500,14,Camionnette,Semi-remorque,3,0.99,157.14285714285717,313.83,1,8,15,7,6,5,1,0.8660254037844387,-0.4999999999999998,152.94,1.378458765209554
1468,20,Casablanca,Marrakech,243.0,Métal,2,24180,85.82,26000,90,Semi-remorque,Porteur,1,0.9535555555555555,281.752505243533,231.71399999999997,1,9,16,7,0,5,0,0.7071067811865476,-0.7071067811865475,61.26,1.1459034792368126
1469,13,Fes,Tanger,317.0,Textile,1,5322,32.44,9000,50,Porteur,Porteur,1,0.6487999999999999,164.05672009864367,205.66959999999997,1,8,11,3,1,5,0,0.8660254037844387,-0.4999999999999998,77.68,1.1138514482363064
1470,15,Marrakech,Casablanca,243.0,Électronique,0,1296,8.81,1500,14,Camionnette,Porteur,1,0.864,147.10556186152098,209.952,1,11,19,8,1,4,0,0.258819045102521,-0.9659258262890682,62.21,1.163673774784886
1471,39,Casablanca,Marrakech,243.0,Métal,2,24237,80.53,26000,90,Semi-remorque,Camionnette,0,0.9321923076923077,300.96858313671925,226.52273076923075,1,11,14,3,4,5,0,0.258819045102521,-0.9659258262890682,34.73,1.299289188178077
1473,16,Casablanca,Marrakech,243.0,Textile,1,6049,48.75,9000,50,Porteur,Porteur,1,0.975,124.08205128205128,236.92499999999998,1,12,15,3,5,5,1,1.2246467991473532e-16,-1.0,65.31,1.2216610549943883
1474,24,Rabat,Casablanca,87.0,Métal,2,25442,84.04,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9785384615384616,302.7367920038077,85.13284615384616,3,9,15,6,1,4,0,0.7071067811865476,-0.7071067811865475,34.22,1.4047619047619047
1476,16,Marrakech,Agadir,253.0,Électronique,0,1398,8.59,1500,14,Camionnette,Porteur,1,0.932,162.74738067520371,235.79600000000002,1,7,11,4,1,5,0,0.9659258262890683,-0.25881904510252063,65.86,1.1832554796981676
1477,10,Agadir,Tanger,800.0,Métal,2,25995,80.54,26000,90,Semi-remorque,Semi-remorque,3,0.9998076923076923,322.75887757635957,799.8461538461538,0,10,17,7,6,4,1,0.49999999999999994,-0.8660254037844387,355.85,1.2708928571428573
1478,26,Tanger,Marrakech,574.0,Électronique,0,1271,13.03,1500,14,Camionnette,Porteur 19T Frigo,2,0.9307142857142857,97.54412893323101,534.23,0,8,15,7,2,5,0,0.8660254037844387,-0.4999999999999998,197.6,1.2294673967147836
1479,44,Casablanca,Agadir,508.0,Électronique,0,1265,11.67,1500,14,Camionnette,Camionnette,0,0.8433333333333334,108.39760068551843,428.41333333333336,0,6,9,3,2,4,0,1.0,6.123233995736766e-17,76.37,1.3666785969935575
1480,2,Fes,Casablanca,302.0,Métal,2,24345,86.3,26000,90,Semi-remorque,Semi-remorque,3,0.9588888888888889,282.0973348783314,289.58444444444444,1,12,16,4,4,5,0,1.2246467991473532e-16,-1.0,121.7,1.151371807000946
1482,11,Rabat,Tanger,271.0,Métal,2,25292,83.14,26000,90,Semi-remorque,Porteur,1,0.9727692307692307,304.20976665864805,263.62046153846154,1,7,13,6,0,4,0,0.9659258262890683,-0.25881904510252063,75.5,1.2663535726266355
1483,42,Casablanca,Rabat,87.0,Métal,2,25410,81.79,26000,90,Semi-remorque,Porteur,1,0.9773076923076923,310.6736764885683,85.02576923076923,3,8,15,7,4,5,0,0.8660254037844387,-0.4999999999999998,24.72,1.2915360501567397
1484,10,Fes,Casablanca,302.0,Métal,2,24516,82.36,26000,90,Semi-remorque,Semi-remorque,3,0.942923076923077,297.66877124817876,284.76276923076927,1,11,16,5,5,5,1,0.258819045102521,-0.9659258262890682,133.86,1.2664143803216652
1485,47,Rabat,Tanger,271.0,Textile,1,6486,46.3,9000,50,Porteur,Porteur 19T Frigo,2,0.9259999999999999,140.08639308855294,250.94599999999997,1,9,12,3,3,5,0,0.7071067811865476,-0.7071067811865475,97.03,1.2787295730100159
1487,30,Marrakech,Agadir,253.0,Électronique,0,1241,11.76,1500,14,Camionnette,Porteur 19T Frigo,2,0.84,105.52721088435375,212.51999999999998,1,10,18,8,2,5,0,0.49999999999999994,-0.8660254037844387,89.3,1.2605872388481083
1488,12,Marrakech,Rabat,325.0,Électronique,0,1390,13.53,1500,14,Camionnette,Porteur,1,0.9664285714285714,102.73466371027347,314.0892857142857,1,9,15,6,3,5,0,0.7071067811865476,-0.7071067811865475,89.01,1.244895104895105
1489,24,Casablanca,Agadir,508.0,Électronique,0,1469,13.81,1500,14,Camionnette,Porteur 19T Frigo,2,0.9864285714285714,106.3721940622737,501.10571428571427,0,7,15,8,3,5,0,0.9659258262890683,-0.25881904510252063,184.54,1.2973847019122609
1490,24,Agadir,Casablanca,508.0,Électronique,0,1290,11.93,1500,14,Camionnette,Porteur 19T Frigo,2,0.86,108.13076278290025,436.88,0,6,8,2,3,5,0,1.0,6.123233995736766e-17,191.96,1.3495500562429696
1491,7,Marrakech,Agadir,253.0,Textile,1,8835,49.67,9000,50,Porteur,Semi-remorque,3,0.9934000000000001,177.87396819005434,251.33020000000002,1,12,17,5,2,4,0,1.2246467991473532e-16,-1.0,125.2,1.4138904573687183
1493,18,Tanger,Rabat,271.0,Textile,1,5979,39.72,9000,50,Porteur,Porteur,1,0.7944,150.52870090634443,215.2824,1,11,19,8,2,5,0,0.258819045102521,-0.9659258262890682,69.07,1.1585038577658504
1494,14,Rabat,Agadir,566.0,Métal,2,25443,80.22,26000,90,Semi-remorque,Porteur,1,0.9785769230769231,317.1652954375468,553.8745384615385,0,7,13,6,6,4,1,0.9659258262890683,-0.25881904510252063,142.25,1.1423867651782846
1495,43,Marrakech,Casablanca,243.0,Textile,1,8590,42.83,9000,50,Porteur,Porteur 19T Frigo,2,0.9544444444444444,200.56035489143125,231.93,1,6,12,6,4,5,0,1.0,6.123233995736766e-17,88.02,1.2936507936507935
1496,7,Casablanca,Agadir,508.0,Électronique,0,1362,12.98,1500,14,Camionnette,Semi-remorque,3,0.9271428571428572,104.9306625577812,470.98857142857145,0,6,9,3,6,5,1,1.0,6.123233995736766e-17,252.91,1.4224409448818895
1497,22,Casablanca,Fes,302.0,Textile,1,7927,34.61,9000,50,Porteur,Porteur 19T Frigo,2,0.8807777777777778,229.0378503322739,265.9948888888889,1,6,9,3,3,4,0,1.0,6.123233995736766e-17,103.11,1.2193708609271523
1498,44,Casablanca,Agadir,508.0,Électronique,0,1394,13.44,1500,14,Camionnette,Camionnette,0,0.96,103.7202380952381,487.68,0,8,12,4,3,4,0,0.8660254037844387,-0.4999999999999998,76.11,1.3620257695060844
1502,35,Rabat,Agadir,566.0,Électronique,0,1260,13.65,1500,14,Camionnette,Camionnette,0,0.975,92.3076923076923,551.85,0,8,12,4,5,5,1,0.8660254037844387,-0.4999999999999998,85.23,1.3689367169932543
1503,29,Rabat,Agadir,566.0,Textile,1,5121,49.3,9000,50,Porteur,Porteur 19T Frigo,2,0.986,103.87423935091279,558.076,0,6,10,4,2,4,0,1.0,6.123233995736766e-17,200.53,1.2653331650681474
1504,43,Tanger,Marrakech,574.0,Textile,1,6775,33.06,9000,50,Porteur,Porteur 19T Frigo,2,0.7527777777777778,204.93042952208106,432.09444444444443,0,8,11,3,6,4,1,0.8660254037844387,-0.4999999999999998,207.36,1.2901941264310604
1505,23,Agadir,Rabat,566.0,Textile,1,7196,34.23,9000,50,Porteur,Porteur 19T Frigo,2,0.7995555555555556,210.22494887525565,452.54844444444444,0,12,15,3,6,5,1,1.2246467991473532e-16,-1.0,219.17,1.3829505300353357
1506,4,Agadir,Fes,716.0,Électronique,0,1448,8.03,1500,14,Camionnette,Semi-remorque,3,0.9653333333333334,180.32378580323788,691.1786666666667,0,6,10,4,5,4,1,1.0,6.123233995736766e-17,304.0,1.2130885873902635
1507,28,Marrakech,Casablanca,243.0,Textile,1,6402,36.12,9000,50,Porteur,Porteur 19T Frigo,2,0.7223999999999999,177.24252491694352,175.54319999999998,1,8,16,8,4,5,0,0.8660254037844387,-0.4999999999999998,83.31,1.224426807760141
1508,13,Fes,Agadir,716.0,Textile,1,5270,45.62,9000,50,Porteur,Porteur,1,0.9124,115.51950898728629,653.2784,0,9,14,5,4,5,0,0.7071067811865476,-0.7071067811865475,186.7,1.185246317927882
1509,22,Casablanca,Tanger,340.0,Textile,1,8059,41.91,9000,50,Porteur,Porteur 19T Frigo,2,0.8954444444444445,192.2930088284419,304.4511111111111,1,9,11,2,1,4,0,0.7071067811865476,-0.7071067811865475,114.89,1.206827731092437
1511,29,Casablanca,Marrakech,243.0,Textile,1,8596,33.65,9000,50,Porteur,Porteur 19T Frigo,2,0.9551111111111111,255.45319465081724,232.092,1,11,17,6,6,5,1,0.258819045102521,-0.9659258262890682,85.05,1.2499999999999998
1512,14,Fes,Marrakech,533.0,Métal,2,25103,89.75,26000,90,Semi-remorque,Porteur,1,0.9972222222222222,279.6991643454039,531.5194444444445,0,12,16,4,3,4,0,1.2246467991473532e-16,-1.0,135.74,1.1575984990619137
1513,30,Casablanca,Rabat,87.0,Métal,2,24335,89.43,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9936666666666667,272.1122665772112,86.449,3,8,12,4,4,5,0,0.8660254037844387,-0.4999999999999998,32.0,1.3136288998357963
1514,2,Fes,Agadir,716.0,Métal,2,24640,89.19,26000,90,Semi-remorque,Semi-remorque,3,0.991,276.2641551743469,709.556,0,11,17,6,5,4,1,0.258819045102521,-0.9659258262890682,298.24,1.1901037509976058
1515,27,Rabat,Agadir,566.0,Textile,1,7442,47.77,9000,50,Porteur,Porteur 19T Frigo,2,0.9554,155.78815155955618,540.7564,0,10,12,2,6,5,1,0.49999999999999994,-0.8660254037844387,209.04,1.3190307925290259
1516,45,Rabat,Agadir,566.0,Électronique,0,1487,10.32,1500,14,Camionnette,Semi-remorque,3,0.9913333333333333,144.0891472868217,561.0946666666666,0,10,12,2,2,4,0,0.49999999999999994,-0.8660254037844387,224.12,1.1313478041393237
1518,6,Tanger,Casablanca,340.0,Métal,2,24701,84.02,26000,90,Semi-remorque,Semi-remorque,3,0.9500384615384615,293.98952630326113,323.01307692307694,1,6,9,3,3,4,0,1.0,6.123233995736766e-17,150.19,1.2621008403361345
1519,32,Tanger,Marrakech,574.0,Métal,2,24743,84.5,26000,90,Semi-remorque,Camionnette,0,0.9516538461538462,292.8165680473373,546.2493076923078,0,11,17,6,0,4,0,0.258819045102521,-0.9659258262890682,82.07,1.2998099461514094
1521,6,Casablanca,Marrakech,243.0,Métal,2,25960,88.77,26000,90,Semi-remorque,Semi-remorque,3,0.9984615384615385,292.4411400247832,242.62615384615387,1,8,15,7,4,5,0,0.8660254037844387,-0.4999999999999998,93.57,1.1001763668430335
1522,38,Agadir,Tanger,800.0,Électronique,0,1416,10.86,1500,14,Camionnette,Camionnette,0,0.944,130.38674033149172,755.1999999999999,0,11,19,8,3,5,0,0.258819045102521,-0.9659258262890682,111.21,1.26375
1523,49,Rabat,Casablanca,87.0,Textile,1,7230,38.97,9000,50,Porteur,Semi-remorque,3,0.8033333333333333,185.5273287143957,69.89,3,11,18,7,3,5,0,0.258819045102521,-0.9659258262890682,39.26,1.289326765188834
1524,4,Agadir,Casablanca,508.0,Métal,2,24965,81.67,26000,90,Semi-remorque,Semi-remorque,3,0.9601923076923077,305.68140075915267,487.7776923076923,0,9,17,8,3,4,0,0.7071067811865476,-0.7071067811865475,204.48,1.1500562429696286
1526,48,Casablanca,Fes,302.0,Métal,2,25216,82.61,26000,90,Semi-remorque,Camionnette,0,0.9698461538461538,305.24149618690234,292.89353846153847,1,8,11,3,3,5,0,0.8660254037844387,-0.4999999999999998,45.42,1.3672486453943409
1527,33,Tanger,Marrakech,574.0,Électronique,0,1332,11.66,1500,14,Camionnette,Camionnette,0,0.888,114.23670668953687,509.712,0,12,15,3,4,4,0,1.2246467991473532e-16,-1.0,79.1,1.252771618625277
1528,25,Tanger,Agadir,800.0,Textile,1,5935,41.98,9000,50,Porteur,Porteur 19T Frigo,2,0.8395999999999999,141.37684611719868,671.68,0,7,9,2,0,5,0,0.9659258262890683,-0.25881904510252063,272.53,1.2166517857142856
1529,31,Tanger,Fes,317.0,Métal,2,25596,87.39,26000,90,Semi-remorque,Camionnette,0,0.9844615384615385,292.8939237899073,312.0743076923077,1,11,13,2,3,4,0,0.258819045102521,-0.9659258262890682,43.31,1.2420418698021223
1530,12,Rabat,Fes,198.0,Électronique,0,1209,12.78,1500,14,Camionnette,Porteur,1,0.9128571428571428,94.60093896713616,180.74571428571429,1,8,10,2,6,5,1,0.8660254037844387,-0.4999999999999998,55.29,1.2692837465564737
1531,21,Casablanca,Fes,302.0,Textile,1,5110,39.43,9000,50,Porteur,Porteur 19T Frigo,2,0.7886,129.5967537408065,238.1572,1,8,16,8,3,5,0,0.8660254037844387,-0.4999999999999998,106.78,1.262771996215705
1533,12,Fes,Rabat,198.0,Textile,1,8512,46.87,9000,50,Porteur,Porteur,1,0.9457777777777778,181.60870492852573,187.264,1,7,12,5,1,4,0,0.9659258262890683,-0.25881904510252063,55.6,1.2764003673094582
1534,11,Casablanca,Agadir,508.0,Métal,2,25475,89.97,26000,90,Semi-remorque,Porteur,1,0.9996666666666667,283.14993886851175,507.8306666666667,0,7,10,3,0,4,0,0.9659258262890683,-0.25881904510252063,131.97,1.1808339298496777
1535,37,Tanger,Rabat,271.0,Textile,1,6293,40.52,9000,50,Porteur,Camionnette,0,0.8104,155.30602171767026,219.6184,1,9,17,8,4,4,0,0.7071067811865476,-0.7071067811865475,36.21,1.2146930560214695
1536,14,Fes,Tanger,317.0,Textile,1,6328,32.05,9000,50,Porteur,Porteur,1,0.7031111111111111,197.44149765990642,222.88622222222222,1,10,16,6,5,5,1,0.49999999999999994,-0.8660254037844387,75.04,1.075996558646401
1537,31,Agadir,Casablanca,508.0,Électronique,0,1277,9.43,1500,14,Camionnette,Camionnette,0,0.8513333333333334,135.41887592788973,432.4773333333334,0,11,17,6,5,5,1,0.258819045102521,-0.9659258262890682,67.32,1.2047244094488188
1538,28,Tanger,Casablanca,340.0,Électronique,0,1378,9.03,1500,14,Camionnette,Porteur 19T Frigo,2,0.9186666666666666,152.60243632336656,312.34666666666664,1,6,13,7,2,5,0,1.0,6.123233995736766e-17,116.25,1.2211134453781511
1540,37,Fes,Casablanca,302.0,Métal,2,25549,88.1,26000,90,Semi-remorque,Camionnette,0,0.9826538461538461,290.0,296.7614615384615,1,6,14,8,4,5,0,1.0,6.123233995736766e-17,39.55,1.190547862733293
1541,26,Marrakech,Fes,533.0,Métal,2,25331,81.63,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9742692307692308,310.3148352321451,519.2855,0,6,8,2,2,5,0,1.0,6.123233995736766e-17,209.32,1.402573036719378
1542,38,Fes,Tanger,317.0,Électronique,0,1202,13.05,1500,14,Camionnette,Camionnette,0,0.9321428571428572,92.10727969348659,295.4892857142857,1,6,8,2,4,4,0,1.0,6.123233995736766e-17,45.81,1.3137367364496704
1543,27,Fes,Casablanca,302.0,Électronique,0,1500,13.47,1500,14,Camionnette,Porteur 19T Frigo,2,1.0,111.35857461024499,302.0,1,9,14,5,4,4,0,0.7071067811865476,-0.7071067811865475,115.04,1.3604541154210028
1544,47,Casablanca,Agadir,508.0,Électronique,0,1406,8.7,1500,14,Camionnette,Porteur 19T Frigo,2,0.9373333333333334,161.60919540229887,476.16533333333336,0,9,17,8,0,5,0,0.7071067811865476,-0.7071067811865475,172.27,1.2111220472440944
1545,16,Rabat,Agadir,566.0,Textile,1,5825,37.42,9000,50,Porteur,Porteur,1,0.7484000000000001,155.66541956173168,423.59440000000006,0,11,16,5,5,5,1,0.258819045102521,-0.9659258262890682,145.01,1.1645518792161902
1546,14,Agadir,Fes,716.0,Textile,1,7506,35.17,9000,50,Porteur,Porteur,1,0.834,213.4205288598237,597.144,0,12,14,2,2,4,0,1.2246467991473532e-16,-1.0,204.22,1.2964702894870492
1547,33,Fes,Marrakech,533.0,Métal,2,25623,86.63,26000,90,Semi-remorque,Camionnette,0,0.9855,295.7751356343068,525.2715000000001,0,12,18,6,1,4,0,1.2246467991473532e-16,-1.0,73.7,1.2570356472795496
1548,32,Casablanca,Agadir,508.0,Métal,2,24154,80.01,26000,90,Semi-remorque,Camionnette,0,0.929,301.88726409198847,471.932,0,11,13,2,1,5,0,0.258819045102521,-0.9659258262890682,78.44,1.4037222619899785
1549,18,Fes,Agadir,716.0,Électronique,0,1409,9.32,1500,14,Camionnette,Porteur,1,0.9393333333333334,151.1802575107296,672.5626666666667,0,10,15,5,1,5,0,0.49999999999999994,-0.8660254037844387,199.1,1.2639664804469273
1550,42,Fes,Marrakech,533.0,Métal,2,25566,81.32,26000,90,Semi-remorque,Porteur,1,0.9833076923076923,314.38760452533205,524.1030000000001,0,12,19,7,6,5,1,1.2246467991473532e-16,-1.0,147.77,1.2601910284837115
1551,8,Casablanca,Marrakech,243.0,Électronique,0,1205,12.59,1500,14,Camionnette,Semi-remorque,3,0.8992857142857142,95.71088165210485,218.52642857142857,1,12,18,6,1,5,0,1.2246467991473532e-16,-1.0,102.24,1.2021164021164021
1552,49,Fes,Marrakech,533.0,Textile,1,8904,33.75,9000,50,Porteur,Semi-remorque,3,0.9893333333333333,263.8222222222222,527.3146666666667,0,9,13,4,0,4,0,0.7071067811865476,-0.7071067811865475,234.55,1.2573036719378183
1554,21,Casablanca,Tanger,340.0,Textile,1,8412,39.53,9000,50,Porteur,Porteur 19T Frigo,2,0.9346666666666666,212.8004047558816,317.78666666666663,1,12,16,4,6,4,1,1.2246467991473532e-16,-1.0,122.19,1.2835084033613444
1555,48,Tanger,Agadir,800.0,Textile,1,6232,36.48,9000,50,Porteur,Camionnette,0,0.7295999999999999,170.83333333333334,583.68,0,8,16,8,0,4,0,0.8660254037844387,-0.4999999999999998,108.47,1.2326136363636364
1556,14,Fes,Agadir,716.0,Électronique,0,1259,9.11,1500,14,Camionnette,Porteur,1,0.8393333333333334,138.19978046103185,600.9626666666667,0,12,20,8,0,5,0,1.2246467991473532e-16,-1.0,201.51,1.2792661249365158
1557,22,Tanger,Fes,317.0,Électronique,0,1308,11.38,1500,14,Camionnette,Porteur 19T Frigo,2,0.872,114.9384885764499,276.424,1,12,18,6,6,4,1,1.2246467991473532e-16,-1.0,108.16,1.2185669220369535
1561,31,Marrakech,Agadir,253.0,Textile,1,5919,37.86,9000,50,Porteur,Camionnette,0,0.7572,156.3391442155309,191.5716,1,6,8,2,2,5,0,1.0,6.123233995736766e-17,30.45,1.0941430111390587
1562,27,Rabat,Agadir,566.0,Électronique,0,1378,10.26,1500,14,Camionnette,Porteur 19T Frigo,2,0.9186666666666666,134.30799220272905,519.9653333333333,0,9,16,7,1,4,0,0.7071067811865476,-0.7071067811865475,182.08,1.148914689550732
1563,19,Marrakech,Fes,533.0,Électronique,0,1401,9.11,1500,14,Camionnette,Porteur,1,0.934,153.78704720087816,497.822,0,8,12,4,0,5,0,0.8660254037844387,-0.4999999999999998,149.05,1.2711069418386491
1564,23,Casablanca,Agadir,508.0,Textile,1,8512,47.1,9000,50,Porteur,Porteur 19T Frigo,2,0.9457777777777778,180.72186836518046,480.45511111111114,0,9,13,4,3,5,0,0.7071067811865476,-0.7071067811865475,172.44,1.2123172103487063
1565,28,Rabat,Marrakech,325.0,Métal,2,25622,84.7,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9854615384615385,302.5029515938607,320.27500000000003,1,6,12,6,6,4,1,1.0,6.123233995736766e-17,103.71,1.1396703296703297
1567,6,Marrakech,Casablanca,243.0,Électronique,0,1374,13.86,1500,14,Camionnette,Semi-remorque,3,0.99,99.13419913419914,240.57,1,9,13,4,3,5,0,0.7071067811865476,-0.7071067811865475,108.57,1.2765432098765432
1568,26,Agadir,Casablanca,508.0,Textile,1,6239,32.84,9000,50,Porteur,Porteur 19T Frigo,2,0.6932222222222222,189.98172959805115,352.1568888888889,0,10,14,4,3,4,0,0.49999999999999994,-0.8660254037844387,201.45,1.416268278965129
1569,2,Rabat,Fes,198.0,Métal,2,24899,86.52,26000,90,Semi-remorque,Semi-remorque,3,0.9613333333333333,287.7831715210356,190.344,1,6,12,6,4,5,0,1.0,6.123233995736766e-17,85.92,1.23982683982684
1570,4,Marrakech,Tanger,574.0,Métal,2,24439,83.45,26000,90,Semi-remorque,Semi-remorque,3,0.9399615384615385,292.85799880167764,539.5379230769231,0,9,11,2,4,4,0,0.7071067811865476,-0.7071067811865475,260.59,1.2971129915380786
1571,41,Casablanca,Tanger,340.0,Métal,2,25106,84.09,26000,90,Semi-remorque,Semi-remorque,3,0.9656153846153847,298.5610655250327,328.3092307692308,1,7,10,3,5,4,1,0.9659258262890683,-0.25881904510252063,148.45,1.2474789915966387
1572,34,Agadir,Fes,716.0,Textile,1,8473,44.23,9000,50,Porteur,Camionnette,0,0.9414444444444444,191.56680985756276,674.0742222222221,0,12,16,4,5,4,1,1.2246467991473532e-16,-1.0,96.72,1.228034535297105
1573,10,Rabat,Tanger,271.0,Métal,2,24485,89.54,26000,90,Semi-remorque,Semi-remorque,3,0.9948888888888889,273.45320527138705,269.6148888888889,1,7,11,4,6,5,1,0.9659258262890683,-0.25881904510252063,124.97,1.317554032683184
1574,15,Agadir,Tanger,800.0,Métal,2,24154,80.08,26000,90,Semi-remorque,Porteur,1,0.929,301.62337662337666,743.2,0,6,8,2,5,4,1,1.0,6.123233995736766e-17,213.1,1.2107954545454545
1575,19,Marrakech,Fes,533.0,Métal,2,25077,89.47,26000,90,Semi-remorque,Porteur,1,0.9941111111111111,280.28389404269586,529.8612222222222,0,7,9,2,2,5,0,0.9659258262890683,-0.25881904510252063,148.75,1.2685485246460855
1576,2,Casablanca,Marrakech,243.0,Métal,2,25082,87.97,26000,90,Semi-remorque,Semi-remorque,3,0.9774444444444444,285.11992724792543,237.519,1,7,14,7,4,4,0,0.9659258262890683,-0.25881904510252063,107.88,1.2684303350970016
1577,31,Casablanca,Tanger,340.0,Métal,2,24276,89.71,26000,90,Semi-remorque,Camionnette,0,0.9967777777777778,270.60528369189615,338.90444444444444,1,6,12,6,4,5,0,1.0,6.123233995736766e-17,44.85,1.1991978609625669
1578,12,Marrakech,Agadir,253.0,Électronique,0,1410,8.77,1500,14,Camionnette,Porteur,1,0.94,160.77537058152794,237.82,1,12,17,5,4,4,0,1.2246467991473532e-16,-1.0,72.83,1.3084800574919153
1580,35,Agadir,Rabat,566.0,Textile,1,7786,32.72,9000,50,Porteur,Camionnette,0,0.8651111111111112,237.95843520782398,489.6528888888889,0,12,18,6,0,5,0,1.2246467991473532e-16,-1.0,74.93,1.2035014455509156
